,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,Year,corn_yield_per_acre,corn_price_per_bushel,land_rental_price,corn_planted_acres,year,total_rain,rain_days,max_temp,min_temp,max_wind,too_cold_days,too_hot_days
142,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2018,62.3,4.13,,"17,500",2018.0,4.590551181102362,6.0,107.96,53.96,,0.0,45.0
143,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2017,110.6,3.7,16.5,"23,500",2017.0,0.3070866141732284,3.0,100.04,46.04,,2.0,8.0
144,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2017,110.6,3.7,11.0,"23,500",2017.0,0.3070866141732284,3.0,100.04,46.04,,2.0,8.0
145,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2016,75.0,3.71,16.5,"24,300",2016.0,4.6614173228346445,6.0,102.92,46.04,,1.0,21.0
146,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2016,75.0,3.71,12.0,"24,300",2016.0,4.6614173228346445,6.0,102.92,46.04,,1.0,21.0
147,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2015,38.8,4.2,,"6,000",2015.0,0.547244094488189,5.0,102.92,51.98,,0.0,32.0
148,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2014,120.8,4.42,14.5,"23,200",2014.0,0.5157480314960631,4.0,100.94,42.98,,3.0,26.0
149,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2014,120.8,4.42,10.5,"23,200",2014.0,0.5157480314960631,4.0,100.94,42.98,,3.0,26.0
150,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2013,91.0,5.14,14.0,"21,800",2013.0,0.28346456692913385,5.0,104.0,37.04,,5.0,52.0
151,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2013,91.0,5.14,10.5,"21,800",2013.0,0.28346456692913385,5.0,104.0,37.04,,5.0,52.0
152,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2012,87.3,7.12,13.0,"20,000",2012.0,1.4291338582677169,10.0,105.98,51.98,,0.0,51.0
153,COLLIN,Collin,Collin County,48085,TX,TEXAS,33.188,-96.5724,1006038,2012,87.3,7.12,10.5,"20,000",2012.0,1.4291338582677169,10.0,105.98,51.98,,0.0,51.0
154,FRESNO,Fresno,Fresno County,6019,CA,CALIFORNIA,36.7582,-119.6493,990204,2016,166.0,4.69,321.0,500,2016.0,0.3503937007874016,4.0,109.04,50.0,,0.0,81.0
155,FRESNO,Fresno,Fresno County,6019,CA,CALIFORNIA,36.7582,-119.6493,990204,2016,166.0,4.69,40.0,500,2016.0,0.3503937007874016,4.0,109.04,50.0,,0.0,81.0
156,FRESNO,Fresno,Fresno County,6019,CA,CALIFORNIA,36.7582,-119.6493,990204,2016,166.0,4.69,12.0,500,2016.0,0.3503937007874016,4.0,109.04,50.0,,0.0,81.0
157,MARION,Marion,Marion County,18097,IN,INDIANA,39.7817,-86.1385,957337,2021,181.9,5.45,156.0,"4,200",2021.0,24.68110236220473,57.0,93.92,33.98,,18.0,0.0
158,MARION,Marion,Marion County,18097,IN,INDIANA,39.7817,-86.1385,957337,2020,191.9,4.65,,"5,170",2020.0,18.704724409448826,46.0,93.92,27.14,,17.0,0.0
159,MARION,Marion,Marion County,18097,IN,INDIANA,39.7817,-86.1385,957337,2019,144.2,3.84,,"4,300",2019.0,19.547244094488192,54.0,93.92,39.92,,11.0,0.0
160,MARION,Marion,Marion County,18097,IN,INDIANA,39.7817,-86.1385,957337,2015,167.8,3.92,,"5,900",2015.0,27.212598425196845,49.0,93.92,39.02,,10.0,0.0
161,MARION,Marion,Marion County,18097,IN,INDIANA,39.7817,-86.1385,957337,2014,178.5,3.75,,"7,900",2014.0,20.507874015748037,54.0,93.02,37.94,,21.0,0.0
162,MILWAUKEE,Milwaukee,Milwaukee County,55079,WI,WISCONSIN,43.0072,-87.9669,949180,2021,185.7,5.2,109.0,"1,470",2021.0,12.173228346456694,46.0,95.0,35.96,,16.0,0.0
163,MILWAUKEE,Milwaukee,Milwaukee County,55079,WI,WISCONSIN,43.0072,-87.9669,949180,2020,191.1,4.44,,990,2020.0,23.645669291338592,48.0,95.0,31.1,,27.0,0.0
164,MILWAUKEE,Milwaukee,Milwaukee County,55079,WI,WISCONSIN,43.0072,-87.9669,949180,2016,145.0,3.28,,"1,000",2016.0,15.535433070866148,55.0,93.92,35.96,,22.0,0.0
165,MILWAUKEE,Milwaukee,Milwaukee County,55079,WI,WISCONSIN,43.0072,-87.9669,949180,2014,126.4,3.67,,"1,400",2014.0,18.330708661417333,55.0,89.06,35.96,,35.0,0.0
166,MILWAUKEE,Milwaukee,Milwaukee County,55079,WI,WISCONSIN,43.0072,-87.9669,949180,2012,125.0,6.69,,"1,600",2012.0,13.429133858267717,42.0,102.92,39.02,,28.0,8.0
167,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2018,158.0,3.76,,"6,500",2018.0,17.732283464566933,47.0,96.98,55.94,,0.0,9.0
168,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2016,150.0,3.66,101.0,"10,800",2016.0,20.46062992125984,49.0,100.04,48.92,,1.0,33.0
169,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2016,150.0,3.66,23.5,"10,800",2016.0,20.46062992125984,49.0,100.04,48.92,,1.0,33.0
170,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2013,145.6,4.87,103.0,"12,500",2013.0,24.826771653543297,42.0,98.06,35.96,,4.0,8.0
171,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2013,145.6,4.87,24.0,"12,500",2013.0,24.826771653543297,42.0,98.06,35.96,,4.0,8.0
172,SHELBY,Shelby,Shelby County,47157,TN,TENNESSEE,35.1842,-89.89399999999999,936611,2012,124.8,7.28,105.0,"13,900",2012.0,16.468503937007878,43.0,102.92,53.06,,0.0,37.0
173,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2021,153.9,6.5,65.5,"14,800",2021.0,19.8740157480315,62.0,91.94,35.06,,21.0,0.0
174,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2021,153.9,6.5,64.5,"14,800",2021.0,19.8740157480315,62.0,91.94,35.06,,21.0,0.0
175,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2020,148.4,6.1,52.0,"10,000",2020.0,16.346456692913392,47.0,98.06,29.12,,33.0,2.0
176,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2020,148.4,6.1,20.5,"10,000",2020.0,16.346456692913392,47.0,98.06,29.12,,33.0,2.0
177,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2019,139.7,4.2,,"9,600",2019.0,19.862204724409448,61.0,89.96000000000002,39.02,,25.0,0.0
178,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2018,145.2,4.16,,"15,000",2018.0,14.897637795275598,54.0,93.02,39.02,,10.0,0.0
179,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2017,149.0,4.07,85.5,"9,100",2017.0,19.55118110236221,61.0,91.04,33.98,,29.0,0.0
180,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2017,149.0,4.07,61.0,"9,100",2017.0,19.55118110236221,61.0,91.04,33.98,,29.0,0.0
181,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2016,120.8,3.9,75.0,"11,400",2016.0,12.031496062992128,38.0,91.94,37.94,,25.0,0.0
182,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2016,120.8,3.9,60.5,"11,400",2016.0,12.031496062992128,38.0,91.94,37.94,,25.0,0.0
183,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2016,120.8,3.9,19.0,"11,400",2016.0,12.031496062992128,38.0,91.94,37.94,,25.0,0.0
184,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2015,127.9,4.01,,"15,400",2015.0,19.63779527559056,53.0,91.04,33.98,,20.0,0.0
185,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2013,125.8,4.52,200.0,"12,700",2013.0,20.65748031496064,65.0,91.94,33.98,,27.0,0.0
186,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2013,125.8,4.52,54.0,"12,700",2013.0,20.65748031496064,65.0,91.94,33.98,,27.0,0.0
187,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2013,125.8,4.52,27.0,"12,700",2013.0,20.65748031496064,65.0,91.94,33.98,,27.0,0.0
188,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2012,113.0,6.78,51.5,"15,200",2012.0,10.094488188976378,40.0,96.08,39.92,,21.0,1.0
189,ERIE,Erie,Erie County,36029,NY,NEW YORK,42.7639,-78.7323,918873,2012,113.0,6.78,31.0,"15,200",2012.0,10.094488188976378,40.0,96.08,39.92,,21.0,1.0
190,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2021,157.0,6.15,285.0,"3,210",2021.0,0.0,0.0,111.02,50.0,,0.0,89.0
191,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2016,156.8,4.69,352.0,"2,200",2016.0,0.5511811023622047,3.0,111.02,50.0,,0.0,86.0
192,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2016,156.8,4.69,21.0,"2,200",2016.0,0.5511811023622047,3.0,111.02,50.0,,0.0,86.0
193,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2016,156.8,4.69,10.0,"2,200",2016.0,0.5511811023622047,3.0,111.02,50.0,,0.0,86.0
194,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2015,122.2,4.39,,"1,800",2015.0,0.7204724409448819,5.0,109.04,51.08,,0.0,77.0
195,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2012,99.0,6.68,200.0,"5,000",2012.0,0.01968503937007874,1.0,109.94,48.92,,1.0,71.0
196,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2012,99.0,6.68,40.0,"5,000",2012.0,0.01968503937007874,1.0,109.94,48.92,,1.0,71.0
197,KERN,Kern,Kern County,6029,CA,CALIFORNIA,35.3426,-118.7301,892458,2012,99.0,6.68,6.5,"5,000",2012.0,0.01968503937007874,1.0,109.94,48.92,,1.0,71.0
198,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2021,161.7,5.35,79.5,"11,400",,,,,,,,
199,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2020,154.8,4.72,173.0,"8,820",,,,,,,,
200,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2020,154.8,4.72,74.0,"8,820",,,,,,,,
201,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2019,160.2,3.73,197.0,"5,400",,,,,,,,
202,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2019,160.2,3.73,75.0,"5,400",,,,,,,,
203,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2018,172.4,3.72,,"10,500",,,,,,,,
204,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2017,170.5,3.46,75.0,"8,800",,,,,,,,
205,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2016,168.6,3.44,68.0,"8,600",,,,,,,,
206,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2015,154.4,3.63,,"9,000",,,,,,,,
207,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2014,160.2,3.65,69.0,"10,800",,,,,,,,
208,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2013,152.5,4.18,110.0,"12,000",,,,,,,,
209,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2013,152.5,4.18,65.0,"12,000",,,,,,,,
210,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2012,166.5,6.69,100.0,"13,000",,,,,,,,
211,MACOMB,Macomb,Macomb County,26099,MI,MICHIGAN,42.6957,-82.9323,870893,2012,166.5,6.69,65.0,"13,000",,,,,,,,
212,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2018,42.7,4.13,,"3,000",2018.0,0.7047244094488189,4.0,109.94,53.06,,0.0,54.0
213,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2014,78.3,4.42,21.0,"3,500",2014.0,0.7795275590551182,6.0,100.94,35.96,,5.0,27.0
214,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2014,78.3,4.42,11.0,"3,500",2014.0,0.7795275590551182,6.0,100.94,35.96,,5.0,27.0
215,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2013,52.2,5.14,16.0,"3,300",2013.0,2.858267716535433,12.0,105.08,33.08,,6.0,44.0
216,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2013,52.2,5.14,10.0,"3,300",2013.0,2.858267716535433,12.0,105.08,33.08,,6.0,44.0
217,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2012,36.4,7.12,15.0,"3,300",2012.0,1.2952755905511808,8.0,107.96,51.08,,0.0,56.0
218,DENTON,Denton,Denton County,48121,TX,TEXAS,33.2055,-97.1168,861690,2012,36.4,7.12,11.0,"3,300",2012.0,1.2952755905511808,8.0,107.96,51.08,,0.0,56.0
219,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2021,103.2,6.0,104.0,"19,900",2021.0,28.161417322834648,92.0,98.24,57.74,,0.0,29.0
220,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2021,103.2,6.0,54.5,"19,900",2021.0,28.161417322834648,92.0,98.24,57.74,,0.0,29.0
221,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2021,103.2,6.0,6.2,"19,900",2021.0,28.161417322834648,92.0,98.24,57.74,,0.0,29.0
222,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2020,115.7,4.52,98.0,"36,300",2020.0,0.0,0.0,103.64,51.98,,0.0,55.0
223,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2020,115.7,4.52,43.5,"36,300",2020.0,0.0,0.0,103.64,51.98,,0.0,55.0
224,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2020,115.7,4.52,12.5,"36,300",2020.0,0.0,0.0,103.64,51.98,,0.0,55.0
225,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2019,111.1,4.2,95.0,"45,000",2019.0,0.0,0.0,106.52,67.1,,0.0,104.0
226,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2019,111.1,4.2,44.0,"45,000",2019.0,0.0,0.0,106.52,67.1,,0.0,104.0
227,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2019,111.1,4.2,15.0,"45,000",2019.0,0.0,0.0,106.52,67.1,,0.0,104.0
228,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2018,89.1,4.13,,"32,100",2018.0,0.0,0.0,104.72,60.8,,0.0,109.0
229,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2017,96.9,3.7,94.0,"31,200",2017.0,0.0,0.0,108.5,55.22,,0.0,111.0
230,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2017,96.9,3.7,44.0,"31,200",2017.0,0.0,0.0,108.5,55.22,,0.0,111.0
231,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2017,96.9,3.7,13.0,"31,200",2017.0,0.0,0.0,108.5,55.22,,0.0,111.0
232,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2016,110.6,3.71,94.0,"28,100",2016.0,0.0,0.0,105.8,58.46,,0.0,103.0
233,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2016,110.6,3.71,40.5,"28,100",2016.0,0.0,0.0,105.8,58.46,,0.0,103.0
234,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2016,110.6,3.71,14.5,"28,100",2016.0,0.0,0.0,105.8,58.46,,0.0,103.0
235,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2014,84.9,4.42,93.5,"16,300",2014.0,0.0,0.0,104.36,53.6,,0.0,75.0
236,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2014,84.9,4.42,42.5,"16,300",2014.0,0.0,0.0,104.36,53.6,,0.0,75.0
237,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2014,84.9,4.42,12.0,"16,300",2014.0,0.0,0.0,104.36,53.6,,0.0,75.0
238,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2012,91.1,7.12,87.0,"26,500",2012.0,0.0,0.0,104.9,67.1,,0.0,89.0
239,HIDALGO,Hidalgo,Hidalgo County,48215,TX,TEXAS,26.3967,-98.1811,861137,2012,91.1,7.12,42.0,"26,500",2012.0,0.0,0.0,104.9,67.1,,0.0,89.0
240,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2020,160.0,5.6,95.0,"15,400",2020.0,0.0,0.0,96.62,33.62,,19.0,3.0
241,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2018,151.1,4.11,,"15,100",2018.0,0.0,0.0,96.62,36.14,,5.0,2.0
242,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2017,171.7,4.02,92.5,"18,900",2017.0,0.0,0.0,89.42,41.0,,11.0,0.0
243,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2017,171.7,4.02,33.0,"18,900",2017.0,0.0,0.0,89.42,41.0,,11.0,0.0
244,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2015,164.6,3.88,,"19,500",,,,,,,,
245,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2014,182.5,3.79,122.0,"17,700",,,,,,,,
246,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2014,182.5,3.79,50.0,"17,700",,,,,,,,
247,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2013,168.6,4.84,88.5,"17,500",,,,,,,,
248,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2013,168.6,4.84,44.0,"17,500",,,,,,,,
249,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2012,147.8,7.3,78.5,"20,300",,,,,,,,
250,BALTIMORE,Baltimore,Baltimore County,24005,MD,MARYLAND,39.4627,-76.6393,828193,2012,147.8,7.3,35.0,"20,300",,,,,,,,
251,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2020,160.0,5.6,95.0,"15,400",2020.0,1.6968503937007875,10.0,87.98,37.04,,9.0,0.0
252,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2018,151.1,4.11,,"15,100",2018.0,38.023622047244096,65.0,98.96,51.98,,0.0,10.0
253,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2017,171.7,4.02,92.5,"18,900",2017.0,18.1732283464567,41.0,98.06,46.94,,4.0,4.0
254,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2017,171.7,4.02,33.0,"18,900",2017.0,18.1732283464567,41.0,98.06,46.94,,4.0,4.0
255,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2015,164.6,3.88,,"19,500",2015.0,18.980314960629926,39.0,96.98,48.92,,1.0,2.0
256,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2014,182.5,3.79,122.0,"17,700",2014.0,19.716535433070867,34.0,95.0,48.92,,1.0,0.0
257,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2014,182.5,3.79,50.0,"17,700",2014.0,19.716535433070867,34.0,95.0,48.92,,1.0,0.0
258,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2013,168.6,4.84,88.5,"17,500",2013.0,18.3464566929134,51.0,98.96,46.94,,3.0,11.0
259,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2013,168.6,4.84,44.0,"17,500",2013.0,18.3464566929134,51.0,98.96,46.94,,3.0,11.0
260,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2012,147.8,7.3,78.5,"20,300",2012.0,18.582677165354333,57.0,107.06,53.06,,0.0,24.0
261,BALTIMORE,Baltimore,Baltimore City,24510,MD,MARYLAND,39.3051,-76.6144,602274,2012,147.8,7.3,35.0,"20,300",2012.0,18.582677165354333,57.0,107.06,53.06,,0.0,24.0
262,MONTGOMERY,Montgomery,Montgomery County,42091,PA,PENNSYLVANIA,40.2108,-75.3673,827180,2021,141.4,6.05,62.0,"3,960",2021.0,32.3464566929134,102.0,95.72,37.22,,26.0,2.0
263,MONTGOMERY,Montgomery,Montgomery County,42091,PA,PENNSYLVANIA,40.2108,-75.3673,827180,2020,146.7,5.51,60.5,"5,250",2020.0,0.0,0.0,93.2,30.02,,24.0,0.0
264,MIDDLESEX,Middlesex,Middlesex County,34023,NJ,NEW JERSEY,40.4392,-74.4117,825015,2016,149.7,3.9,,"2,900",,,,,,,,
265,MIDDLESEX,Middlesex,Middlesex County,34023,NJ,NEW JERSEY,40.4392,-74.4117,825015,2015,130.0,3.85,,"2,900",,,,,,,,
266,MIDDLESEX,Middlesex,Middlesex County,34023,NJ,NEW JERSEY,40.4392,-74.4117,825015,2014,137.6,3.8,,"2,500",,,,,,,,
267,MIDDLESEX,Middlesex,Middlesex County,34023,NJ,NEW JERSEY,40.4392,-74.4117,825015,2013,160.6,4.66,,"3,500",,,,,,,,
268,MIDDLESEX,Middlesex,Middlesex County,34023,NJ,NEW JERSEY,40.4392,-74.4117,825015,2012,118.8,7.4,,"3,200",,,,,,,,
269,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2021,167.6,5.45,132.0,"3,240",2021.0,21.10236220472441,66.0,93.92,35.06,,19.0,0.0
270,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2020,180.1,4.69,,"2,870",2020.0,1.6023622047244095,7.0,93.92,28.94,,21.0,0.0
271,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2018,198.1,3.74,,"2,700",2018.0,1.7480314960629924,7.0,96.08,39.02,,2.0,1.0
272,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2017,180.8,3.61,,"2,600",2017.0,1.4803149606299213,6.0,91.94,33.08,,16.0,0.0
273,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2016,173.5,3.61,,"3,400",2016.0,2.4330708661417324,9.0,93.02,32.0,,15.0,0.0
274,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2015,174.3,3.89,,"3,500",2015.0,2.980314960629922,8.0,91.94,39.92,,12.0,0.0
275,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2014,197.9,3.78,,"3,800",2014.0,0.5629921259842521,8.0,91.04,37.04,,23.0,0.0
276,HAMILTON,Hamilton,Hamilton County,39061,OH,OHIO,39.1955,-84.5428,815790,2012,98.2,7.09,,"3,800",2012.0,1.6574803149606299,6.0,102.02,37.04,,9.0,9.0
277,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2021,123.7,5.65,53.0,"1,860",2021.0,31.19685039370079,78.0,98.42,47.48,,3.0,14.0
278,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2021,123.7,5.65,17.0,"1,860",2021.0,31.19685039370079,78.0,98.42,47.48,,3.0,14.0
279,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2020,155.2,4.35,50.0,860,2020.0,0.0,0.0,100.22,43.16,,2.0,6.0
280,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2017,85.5,3.59,46.5,620,2017.0,0.0,0.0,102.2,39.92,,3.0,16.0
281,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2017,85.5,3.59,16.0,620,2017.0,0.0,0.0,102.2,39.92,,3.0,16.0
282,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2016,87.1,3.39,36.0,"1,240",2016.0,0.0,0.0,100.4,45.86,,1.0,15.0
283,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2015,77.9,3.93,,"1,310",2015.0,0.0,0.0,99.14,47.3,,2.0,10.0
284,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2014,103.4,4.11,33.5,"1,800",2014.0,0.0,0.0,99.5,42.62000000000001,,8.0,16.0
285,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2014,103.4,4.11,10.0,"1,800",2014.0,0.0,0.0,99.5,42.62000000000001,,8.0,16.0
286,OKLAHOMA,Oklahoma,Oklahoma County,40109,OK,OKLAHOMA,35.5515,-97.4072,792668,2012,84.1,7.04,13.5,"1,450",2012.0,0.0,0.0,111.38,52.88,,0.0,43.0
